Name,LinkedIn
QApp,https://www.linkedin.com/company/qapp-tech/
Qarakal Quantum,https://www.linkedin.com/company/qarakal-quantum
QAssurance,https://www.linkedin.com/company/qassurance/
Qausal AI,https://www.linkedin.com/company/qausal-ai/
QBee,https://www.linkedin.com/company/qbeex/
Qbit Labs,https://www.linkedin.com/company/qbitlabs/
QbitLogic,https://www.linkedin.com/company/qbitlogic
Qbits,https://www.linkedin.com/company/qbitsest
Qbitsoft,https://www.linkedin.com/company/qbitsoft-qaas
Qblox,https://www.linkedin.com/company/qblox
qBraid,https://www.linkedin.com/company/qbraid-official/
Qbrain,https://www.linkedin.com/company/q-brain/
QC Design,https://www.linkedin.com/company/qc-design
QC Ware,https://www.linkedin.com/company/qcware
QC82,https://www.linkedin.com/company/qc82/
QCentroid,https://www.linkedin.com/company/qcentroidlab
QD Laser,https://www.linkedin.com/company/qdlaser
QD Solar,https://www.linkedin.com/company/qd-solar-inc-
QDaria,https://www.linkedin.com/company/qdaria
QDevil,https://www.linkedin.com/company/qdevil
QDI Systems,https://www.linkedin.com/company/qdisystems
QEDMA,https://www.linkedin.com/company/qedma-quantum-computing
Qeros,https://www.linkedin.com/company/qeros
QEYnet,https://www.linkedin.com/company/qeynet/
QFactory ApS,https://www.linkedin.com/company/qfactory-dk/
Qhipu Quantum (now Qarakal Quantum?),https://www.linkedin.com/company/qarakal-quantum/
Qilimanjaro,https://www.linkedin.com/company/qilimanjaro
QIndia,https://www.linkedin.com/company/qindia
QinetiQ,https://www.linkedin.com/company/qinetiq_2/
Qinu,https://www.linkedin.com/company/qinu/
Qioptiq,https://www.linkedin.com/company/qioptiq_3
Qkrishi,https://www.linkedin.com/company/qkrishi/
Qlibri,https://www.linkedin.com/company/qlibri-gmbh
QLM,https://www.linkedin.com/company/qlm-technology-ltd
QMill,https://www.linkedin.com/company/qmill
QMWare,https://www.linkedin.com/company/qmwareag
QNA Technology,https://www.linkedin.com/company/qnatechnology
Qnami,https://www.linkedin.com/company/qnami
Qnity,https://www.linkedin.com/company/qnity/
QNu Labs,https://www.linkedin.com/company/qunu-labs-pvt-ltd
Qoherent,https://www.linkedin.com/company/qoherent
Qolab,https://www.linkedin.com/company/qolabai
Qontrol Systems,https://www.linkedin.com/company/qontrol-systems/
qool,https://www.linkedin.com/company/qool-company/
Qoro Quantum,https://www.linkedin.com/company/qoro/
QPerfect (Acquired by BTQ Technologies),https://www.linkedin.com/company/qperfect/
QphoX,https://www.linkedin.com/company/qphox
QpiAI,https://www.linkedin.com/company/qpiai/
QPlayLearn,https://www.linkedin.com/company/qplaylearn/
Qpurpose,https://www.linkedin.com/company/qpurpose
QRate,https://www.linkedin.com/company/goqrate/
Qrithm,https://www.linkedin.com/company/qritrim/
QRL,https://www.linkedin.com/company/the-quantum-resistant-ledger
Qruise,https://www.linkedin.com/company/qruise/
Qrypt,https://www.linkedin.com/company/qrypt-inc
QryptoCyber,https://www.linkedin.com/company/qryptocyber/
QSENSATO,https://www.linkedin.com/company/qsensato/
QSIMPLUS,https://www.linkedin.com/company/qsimplus
QSimulate,https://www.linkedin.com/company/qsimulate
QSpace Technologies,https://www.linkedin.com/company/qspace-technologies
QT Sense,https://www.linkedin.com/company/qtsensebv
QTD Systems,https://www.linkedin.com/company/qtdsystems/
QTekLaser,https://www.linkedin.com/company/qtek-laser/
qtlabs,https://www.linkedin.com/company/quantumtechnologylaboratoriesgmbh
QTurkey,https://www.linkedin.com/company/qturkey/
Quad Quantum,https://www.linkedin.com/company/quadquantum/
QuAIL Technologies,https://www.linkedin.com/company/quailtechnologies/
QUALCOMM Inc.,https://www.linkedin.com/company/qualcomm/
QuamCore,https://www.linkedin.com/company/quamcore
Quan2D Technologies,https://www.linkedin.com/company/quan2d-technologies-pvt-ltd/?originalSubdomain=in
Quanastra,https://www.linkedin.com/company/quanastra/
Quandela,https://www.linkedin.com/company/quandela
Quanfluence,https://www.linkedin.com/company/quanfluence
Quanmatic,https://www.linkedin.com/company/quanmatic
Quanscient,https://www.linkedin.com/company/quanscient
Quant-X Security & Coding,https://www.linkedin.com/company/quant-x-security-coding-gmbh/
Quanta Computer,https://www.linkedin.com/company/quanta-computer-inc-/
Quanta Standard Inc.,https://www.linkedin.com/company/quanta-standard
Quanta-ly,https://www.linkedin.com/company/quanta-ly/
QuantaCyber,https://www.linkedin.com/company/quantacyber/
Quantag,https://www.linkedin.com/company/quantagnano1234/
QuanTag IT Solutions,https://www.linkedin.com/company/quantag-it-solutions
Quantagonia [Acquired by Strangeworks],https://www.linkedin.com/company/quantagonia/
Quantal Security Inc.,https://www.linkedin.com/company/quantal-security
QuantAlps,https://www.linkedin.com/company/quantalps/
QuantaMap,https://www.linkedin.com/company/quantamap
QuantaRed Technologies,https://www.linkedin.com/company/quantared-technologies-gmbh/
QuantaSense,https://www.linkedin.com/company/quantasense
Quantasphere,https://www.linkedin.com/company/quantasphere/
Quantastica,https://www.linkedin.com/company/quantastica
QuantCAD,https://www.linkedin.com/company/quantcad-llc
QuantFi,https://www.linkedin.com/company/quantfi
QuantGates,https://www.linkedin.com/company/quantgatesuk
Quantic Electronics,https://www.linkedin.com/company/quantic-electronics/
Quantica Computacao,https://www.linkedin.com/company/quantica-computacao/
QuantiCor Security,https://www.linkedin.com/company/quanticor-security
QUANTier,https://www.linkedin.com/company/quantier-limited/
Quantifi Photonics,https://www.linkedin.com/company/quantifiphotonics/
Quantika,https://www.linkedin.com/company/quantikaco
Quantiki,https://www.linkedin.com/company/quantiki/
Quantimatter,https://www.linkedin.com/company/quantimatter
Quantino,https://www.linkedin.com/company/quantino
Quantinuum,https://www.linkedin.com/company/quantinuumqc/
Quantistry,https://www.linkedin.com/company/quantistry/
Quantized Technologies Inc.,https://www.linkedin.com/company/quantized-technologies/
Quantopticon,https://www.linkedin.com/company/quantopticon-ltd.
QuantPaths,https://www.linkedin.com/company/quantpaths
QuantrolOx,https://www.linkedin.com/company/quantrolox
Quantropi,https://www.linkedin.com/company/quantropi
QuantuLoop,https://www.linkedin.com/company/quantuloop
Quantum AI Global,https://www.linkedin.com/company/quantum-ai-global-company
Quantum Art,https://www.linkedin.com/company/quantum-art-tech
Quantum Base,https://www.linkedin.com/company/quantum-base
Quantum Battery Labs,https://www.linkedin.com/company/quantumbatterylabs/
Quantum Benchmark,https://www.linkedin.com/company/quantum-benchmark-inc
Quantum Biosciences,https://www.linkedin.com/company/quantumbiosciences
Quantum Blockchain Technologies,https://www.linkedin.com/company/quantum-blockchain-technologies-plc/
Quantum Blockchains,https://www.linkedin.com/company/quantum-blockchains
Quantum Blocks,https://www.linkedin.com/company/quantumblocksinc/
Quantum Bridge Technologies,https://www.linkedin.com/company/quantum-bridge-technologies/
Quantum Brilliance,https://www.linkedin.com/company/quantum-brilliance
Quantum Canary,https://www.linkedin.com/company/quantum-canary/
Quantum Catalyzer (Q-Cat),https://www.linkedin.com/company/q-cat/
Quantum Circuits,https://www.linkedin.com/company/quantum-circuits-inc
Quantum Coalition,https://www.linkedin.com/company/quantum-coalition/
Quantum Coax,https://www.linkedin.com/company/quantumcoax/
Quantum Composers,https://www.linkedin.com/company/quantum-composers
Quantum Computing Inc,https://www.linkedin.com/company/quantumcomputinginc/
Quantum Computing Report,https://www.linkedin.com/company/quantum-computing-report
Quantum Corporation,https://www.linkedin.com/company/quantum/
Quantum Corridor,https://www.linkedin.com/company/quantum-corridor
Quantum Data Center,https://www.linkedin.com/company/quantum-data-center/
Quantum Delta NL,https://www.linkedin.com/company/quantum-delta
Quantum Design,https://www.linkedin.com/company/quantum-design
Quantum Detectors,https://www.linkedin.com/company/quantum-detectors-ltd-/
Quantum Diamond Technologies Inc (QDTI),https://www.linkedin.com/company/quantum-diamond-technologies-inc/
Quantum Diamonds,https://www.linkedin.com/company/quantumdiamonds/
Quantum Dice,https://www.linkedin.com/company/quantum-dice
Quantum Elements,https://www.linkedin.com/company/quantum-elements-inc
Quantum eMotion,https://www.linkedin.com/company/quantum-emotion
Quantum Fabrix,https://www.linkedin.com/company/quantum-fabrix
Quantum Flytrap,https://www.linkedin.com/company/quantum-flytrap/
Quantum for Business,https://www.linkedin.com/company/quantum-for-business/
Quantum Foundry Inc,https://www.linkedin.com/company/quantum-foundry-ai/
Quantum Futures,https://www.linkedin.com/company/quantumfutures
Quantum FutureX,https://www.linkedin.com/company/quantum-futurex
Quantum Gateway Foundation,https://www.linkedin.com/company/quantum-gateway-foundation
Quantum Generative Materials,https://www.linkedin.com/company/quantum-generative-materials-genmat/?trk=ppro_cprof
Quantum Grad,https://www.linkedin.com/company/quantumgrad
Quantum Industries (will become zerothird),https://www.linkedin.com/company/zerothird/
Quantum Insights,https://www.linkedin.com/company/quantuminsight/
Quantum Inspire,https://www.linkedin.com/company/quantum-inspire/
Quantum Intelligence Corp (QIC),https://www.linkedin.com/company/quantum-intelligence-ai
Quantum Light,https://www.linkedin.com/company/quantum-light-inc
Quantum Machines,https://www.linkedin.com/company/quantumachines
Quantum Mads,https://www.linkedin.com/company/quantum-mads
Quantum Microwave,https://www.linkedin.com/company/quantum-microwave-components
Quantum Motion,https://www.linkedin.com/company/quantum-motion-tech
Quantum Optical Technologies,https://www.linkedin.com/company/qopttech/
Quantum Optics Jena,https://www.linkedin.com/company/quantum-optics-jena-gmbh/
Quantum Opus,https://www.linkedin.com/company/quantum-opus-llc
Quantum Photonics,https://www.linkedin.com/company/quantumphotonics
Quantum Pulse Ventures,https://www.linkedin.com/company/quantum-pulse-ventures-ltd/
Quantum Quants,https://www.linkedin.com/company/quantum-quants/
Quantum Research and Centre of Excellence (QRACE),https://www.linkedin.com/company/qrace-quantum-research-and-centre-of-excellence
Quantum Resistant Cryptography (QRC),https://www.linkedin.com/company/qrcryptography
Quantum Rings,https://www.linkedin.com/company/quantumrings
Quantum Science,https://www.linkedin.com/company/quantum-science-ltd/
Quantum Secure Solutions,https://www.linkedin.com/company/quantum-secure-solutions
Quantum Semiconductor LLC.,https://www.linkedin.com/company/quantum-semiconductor
Quantum Signals,https://www.linkedin.com/company/quantum-signals/
Quantum Silicon,https://www.linkedin.com/company/quantum-silicon-inc/
Quantum Software S.A.,https://www.linkedin.com/company/quantum-software-s-a-/
Quantum Solutions,https://www.linkedin.com/company/quantum-solutions-com
Quantum Source,https://www.linkedin.com/company/quantum-source-labs-ltd/
Quantum South,https://www.linkedin.com/company/quantum-south
Quantum Space Systems GmbH,https://www.linkedin.com/company/qssys
Quantum Strategy Institute,https://www.linkedin.com/company/quantum-strategy-institute/
Quantum Systems,https://www.linkedin.com/company/quantum-systems-gmbh/
Quantum Technologies UG,https://www.linkedin.com/company/quantumtechnologies-gmbh
Quantum Technology Foundation (Thailand),https://www.linkedin.com/company/quantum-technology-foundation-thailand/
Quantum Telecommunications Italy,https://www.linkedin.com/company/qtisrl
Quantum Thought,https://www.linkedin.com/company/quantum-thought
Quantum Transistors,https://www.linkedin.com/company/quantumtransistors/
Quantum Trilogy,https://www.linkedin.com/company/quantum-technologies-laboratories-inc
Quantum Valley Ideas Lab,https://www.linkedin.com/company/qvil/
Quantum Wargaming,https://www.linkedin.com/company/quantum-wargaming
Quantum Women,https://www.linkedin.com/company/quantumwomen/
Quantum Xchange,https://www.linkedin.com/company/quantum-xchange
Quantum-Si Incorporated,https://www.linkedin.com/company/quantum-si/
Quantum2Pi,https://www.linkedin.com/company/quantum2pi/
QuantumAstra,https://www.linkedin.com/company/quantumastra
QuantumCore,https://www.linkedin.com/company/quantum-core/
QuantumGate,https://www.linkedin.com/company/quantumgate-uae
QuantumLABS,https://www.linkedin.com/company/q-labs-ai/
QuantumNet,https://www.linkedin.com/company/quantum-net/
QuantumNova Cybersecurity,https://www.linkedin.com/company/quantumnova-cybersecurity
QuantumPrime,https://www.linkedin.com/company/quantum-prime/
quantumRatio,https://www.linkedin.com/company/quantumratio/
QuantumSense,https://www.linkedin.com/company/quantumsense/
QuantumShift,https://www.linkedin.com/company/quantumshift
QuantumToMarket,https://www.linkedin.com/company/quantumtomarket
Quantumz.io,https://www.linkedin.com/company/quantumz-io
Quantune Technologies,https://www.linkedin.com/company/quantune
Quantuum Logix,https://www.linkedin.com/company/quantuum-logix
QuantWare,https://www.linkedin.com/company/quantware/
QuantX,https://www.linkedin.com/company/quantxalumni/
QuantX Labs,https://www.linkedin.com/company/quantxlabs/
QuantX2 Technologies,https://www.linkedin.com/company/quantx2-technologies/
QuantyCat,https://www.linkedin.com/company/quantycat
QuantyMize,https://www.linkedin.com/company/quantymize-quantum-advance
Quanvia,https://www.linkedin.com/company/quanvia/
Quarks Interactive,https://www.linkedin.com/company/quarks-interactive/
Quaxys,https://www.linkedin.com/company/quaxys-llc
QuBeats,https://www.linkedin.com/company/qubeats/
Qubic Technologies,https://www.linkedin.com/company/qubic-technologies/
Qubig,https://www.linkedin.com/company/qubig
Qubit Engineering,https://www.linkedin.com/company/qubit-engineering-inc
Qubit Pharmaceuticals,https://www.linkedin.com/company/qubit-pharmaceuticals
Qubit Value,https://www.linkedin.com/company/qubit-value
Qubitcore,https://www.linkedin.com/company/qubitcore
Qubitech,https://www.linkedin.com/company/q-ubitech/
Qubitekk [Acquired by IonQ],https://www.linkedin.com/company/qubitekk-inc
Qubitera,https://www.linkedin.com/company/qubitera-llc
Qubitl,https://www.linkedin.com/company/qubitl/
Qubitor Labs,https://www.linkedin.com/company/qubitor-pte-ltd
Qubitoss,https://www.linkedin.com/company/qubitoss
Qubitrium,https://www.linkedin.com/company/qubitrium/
QubitSolve,https://www.linkedin.com/company/qubitsolve
Qubo Consulting Corp.,https://www.linkedin.com/company/qubo-quantum/
Qubrid,https://www.linkedin.com/company/qubrid
QUDORA Technologies,https://www.linkedin.com/company/qudora/
QuDyCo,https://www.linkedin.com/company/qudyco/
QuEL,https://www.linkedin.com/company/quel-inc/
Quemix,https://www.linkedin.com/company/quemix
Quentangle,https://www.linkedin.com/company/quentangle
QuEra Computing,https://www.linkedin.com/company/quera-computing-inc/
quGeeks,https://www.linkedin.com/company/qugeeks/
Quinas Technology,https://www.linkedin.com/company/quinas/
QuinStar Technology,https://www.linkedin.com/company/quinstar-technology-inc.
Quintessence Labs,https://www.linkedin.com/company/quintessencelabs/
QuiX Quantum,https://www.linkedin.com/company/quix-quantum/
QuJiT,https://www.linkedin.com/company/qujit-ltd
Qulabs,https://www.linkedin.com/company/qulabs-software-india/
Quminex,https://www.linkedin.com/company/quminex/
QunaSys,https://www.linkedin.com/company/qunasys
Qunett,https://www.linkedin.com/company/quantum-network-technologies/
Qunnect,https://www.linkedin.com/company/qunnectinc/
QuNorth,https://www.linkedin.com/company/qunorth/
Qunova Computing,https://www.linkedin.com/company/qunova-computing/
Quobly,https://www.linkedin.com/company/quobly
Quoherent,https://www.linkedin.com/company/quoherent
QuPrayog,https://www.linkedin.com/company/quprayog-pvt-ltd
Quranium,https://www.linkedin.com/company/quranium/
Qureca,https://www.linkedin.com/company/qureca
QuRisk,https://www.linkedin.com/company/qurisk/
Qurv,https://www.linkedin.com/company/qurv/
QuSecure,https://www.linkedin.com/company/qusecure
Quside,https://www.linkedin.com/company/quside
QuSmart.AI,https://www.linkedin.com/company/qusmartai
QuSpin,https://www.linkedin.com/company/quspin-inc.
QuSTEAM,https://www.linkedin.com/company/qusteam
QustomDot,https://www.linkedin.com/company/qustomdot
Qutech,https://www.linkedin.com/company/qutech/
Qutools,https://www.linkedin.com/company/qutools-gmbh
QWERX,https://www.linkedin.com/company/qwerx/
QYResearch,https://www.linkedin.com/company/qyresearch/
QZabre,https://www.linkedin.com/company/qzabre-llc
Racyics,https://www.linkedin.com/company/racyics/
Radiall,https://www.linkedin.com/company/radiallgroup/
Radical Semiconductors [acquired by BTQ],https://www.linkedin.com/company/radical-semiconductor
Raditek,https://www.linkedin.com/company/raditek/
RAFAEL Advanced Defense Systems,https://www.linkedin.com/company/rafael-advanced-defense-systems-official/
Rahko [Acquired by Odyssey Therapeutics],https://www.linkedin.com/company/rahko
Raicol Crystals,https://www.linkedin.com/company/raicol-crystals
Raicol Quantum Crystals,https://www.linkedin.com/company/raicol-crystals/
Raith,https://www.linkedin.com/company/raith-gmbh
Rambus,https://www.linkedin.com/company/rambus
Randaemon,https://www.linkedin.com/company/randaemon/
Random Power,https://www.linkedin.com/company/randompower
Random Quantum,https://www.linkedin.com/company/random-quantum
RANOVUS Inc.,https://www.linkedin.com/company/ranovus/
Rapid Photonics,https://www.linkedin.com/company/rapid-photonics
Rapidus,https://www.linkedin.com/company/rapidus-corporation
Ravel Technologies,https://www.linkedin.com/company/ravel-technologies/
Raymax Applications,https://www.linkedin.com/company/raymax-applications-pty-limited
"Raysolve Optoelectronics (Suzhou) Co., Ltd.",https://www.linkedin.com/company/raysolve/
RECIF Technologies,https://www.linkedin.com/company/recif-technologies
Red Blue Quantum,https://www.linkedin.com/company/red-blue-quantum
RedWave Labs,https://www.linkedin.com/company/redwave-labs-ltd
reOrbital,https://www.linkedin.com/company/reorbital/
Reply,https://www.linkedin.com/company/reply
Resilient Entanglement,https://www.linkedin.com/company/resiliententanglement
Resolute Photonics,https://www.linkedin.com/company/resolute-photonics
Resolve Stroke,https://www.linkedin.com/company/resolvestroke/
Resonance Holdings,https://www.linkedin.com/company/resonance-holdings
ResQuant,https://www.linkedin.com/company/resquant/
RHEA Group,https://www.linkedin.com/company/rheagroup
Rhea Space Activity (RSA),https://www.linkedin.com/company/rhea-space-activity/
Rhonexum,https://www.linkedin.com/company/rhonexum/
Riber,https://www.linkedin.com/company/riber-sa
Rigetti Computing,https://www.linkedin.com/company/rigetti-computing
RIGOL TECHNOLOGIES,https://www.linkedin.com/company/rigoltechnologies
RIKEN,https://www.linkedin.com/company/riken/
Riscure,https://www.linkedin.com/company/keysight-device-security-testing/
Rivada Space Networks,https://www.linkedin.com/company/rivada-space/
Riverlane,https://www.linkedin.com/company/river-lane-research-ltd
RobQuant,https://www.linkedin.com/company/robquant
ROBUST AO GmbH,https://www.linkedin.com/company/robust-ao-gmbh/
Rosatom,https://www.linkedin.com/company/rosatom
Rosenberger Group,https://www.linkedin.com/company/rosenberger-group
Rotonium,https://www.linkedin.com/company/rotonium
RTI International,https://www.linkedin.com/company/rti-international/
RTX [AKA Raytheon],https://www.linkedin.com/company/rtx/
Rydberg Technologies,https://www.linkedin.com/company/rydberg-technologies
S-Fifteen Instruments,https://www.linkedin.com/company/s-fifteen-instruments-pte-ltd
Saab,https://www.linkedin.com/company/saab/
Sacher Lasertechnik,https://www.linkedin.com/company/sacher-lasertechnik-gmbh
SafeLogic,https://www.linkedin.com/company/safelogic
Saftra Photonics,https://www.linkedin.com/company/saftra-photonics
Salience Labs,https://www.linkedin.com/company/salience-labs
Samco Inc,https://www.linkedin.com/company/samco-inc./
Sanctuary AI,https://www.linkedin.com/company/sanctuaryai
SandboxAQ,https://www.linkedin.com/company/sandboxaq
Santec,https://www.linkedin.com/company/santec-corporation
SAS,https://www.linkedin.com/company/sas
Sateliot,https://www.linkedin.com/company/sateliot
Saudi Quantum Computing Association,https://www.linkedin.com/company/saudi-quantum-computing-association/
SavantX,https://www.linkedin.com/company/savantx/
SaxonQ,https://www.linkedin.com/company/saxonq
SBQuantum,https://www.linkedin.com/company/sbquantum
Scaleway,https://www.linkedin.com/company/scaleway
SCALINQ,https://www.linkedin.com/company/scalinq/
Scantinel Photonics,https://www.linkedin.com/company/scantinel
Scenario X,https://www.linkedin.com/company/scenario-x
Schneider Electric,https://www.linkedin.com/company/schneider-electric/
SCHOTT,https://www.linkedin.com/company/schott/
SCI Semiconductor,https://www.linkedin.com/company/scisemi/
ScientaOmicron,https://www.linkedin.com/company/scientaomicron
Scientific Materials Corporation,https://www.linkedin.com/company/scientific-materials-corp
SCINTIL Photonics,https://www.linkedin.com/company/scintil-photonics
Scontel,https://www.linkedin.com/company/cjsc-scontel/?originalSubdomain=de
Scott Cables,https://www.linkedin.com/company/scott-cables-ltd
Scytale Alpha,https://www.linkedin.com/company/scytalealpha
SDT,https://www.linkedin.com/company/sdtinc
SEALSQ,https://www.linkedin.com/company/sealsq/
SECQAI,https://www.linkedin.com/company/secqai/
Sectigo PQC Labs,https://www.linkedin.com/company/sectigo
Secure Machines,https://www.linkedin.com/company/secure-machines/
Secure-IC,https://www.linkedin.com/company/secure-ic/
Secured Communications,https://www.linkedin.com/company/secured-communications
Secured Quantum Services,https://www.linkedin.com/company/secured-quantum-services
SeeDevice,https://www.linkedin.com/company/seedevice-inc/
SeeQC,https://www.linkedin.com/company/seeqc-us
Seki Diamond Systems,https://www.linkedin.com/company/seki-diamond/
SemiQon,https://www.linkedin.com/company/semiqon
Semiwise (Semiconductor Technology),https://www.linkedin.com/company/semiwise-limited/
Senetas Corporation,https://www.linkedin.com/company/senetas/
Senko Advanced Components,https://www.linkedin.com/company/senko-advanced-components
Sense Photonics,https://www.linkedin.com/company/sensephotonics
Sensirion,https://www.linkedin.com/company/sensirion/
Sensorium Technological Laboratories,https://www.linkedin.com/company/sensoriumtl
SeQure,https://www.linkedin.com/company/sequreai/
Sequre Quantum,https://www.linkedin.com/company/sequre-quantum
Serikat,https://www.linkedin.com/company/serikat
SheQuantum,https://www.linkedin.com/company/shequanum/
SHI Cryogenics,https://www.linkedin.com/company/shicryogenicsgroup
Shinkong Synthetic Fibers Corporation,https://www.linkedin.com/company/shinkong-synthetic-fibers-corporation/
Shoptaki,https://www.linkedin.com/company/shoptaki/
SiC Systems,https://www.linkedin.com/company/sic-systems-inc-a-sensor-intelligence-company
Sicoya,https://www.linkedin.com/company/sicoya-gmbh/
Siglent Technologies,https://www.linkedin.com/company/siglent
Sigma-i,https://www.linkedin.com/company/sigmailab/?originalSubdomain=jp
Signaloid,https://www.linkedin.com/company/signaloid/
Signify N.V.,https://www.linkedin.com/company/signifycompany/
Silent Waves,https://www.linkedin.com/company/silentwaves
Silentsys,https://www.linkedin.com/company/silentsys/
Silex Systems,https://www.linkedin.com/company/silex-systems
Silicofeller Quantum,https://www.linkedin.com/company/silicofeller/
Silicom Ltd.,https://www.linkedin.com/company/silicom/
Silicon Microgravity,https://www.linkedin.com/company/silicon-microgravity/
Silicon Quantum Computing,https://www.linkedin.com/company/silicon-quantum-computing-pty-ltd
Siloton,https://www.linkedin.com/company/siloton
SilQ Connect,https://www.linkedin.com/company/silq-connect/
Siminics,https://www.linkedin.com/company/siminics/
Simpetus,https://www.linkedin.com/company/simpetus
Single Quantum,https://www.linkedin.com/company/single-quantum
Singtel,https://www.linkedin.com/company/singtel/
Singular Photonics,https://www.linkedin.com/company/singular-photonics/Singular Photonics
SIOS Messtechnik,https://www.linkedin.com/company/sios-messtechnik-gmbh
SiPearl,https://www.linkedin.com/company/sipearl/
SiPhotonIC Technologies,https://www.linkedin.com/company/siphotonic-technologies/
Sitehop,https://www.linkedin.com/company/sitehop/?originalSubdomain=uk
Sivananthan Laboratories,https://www.linkedin.com/company/sivananthan-laboratories-inc-
Sivers Photonics,https://www.linkedin.com/company/sivers-semiconductors-ab/
Sivers Semiconductors,https://www.linkedin.com/company/sivers-semiconductors-ab
Skillup AI,https://www.linkedin.com/company/skillup-next/
Skylark Lasers,https://www.linkedin.com/company/skylarklasers/
Skyloom Global Corp.,https://www.linkedin.com/company/skyloom-global/
SkyWater Technology Foundry,https://www.linkedin.com/company/skywater-technology-foundry/
Slipstream Engineering Design Limited,https://www.linkedin.com/company/slipstream-design-uk/
Smals,https://www.linkedin.com/company/smals
SmarAct,https://www.linkedin.com/company/smaract-inc/
SMART Photonics,https://www.linkedin.com/company/smartphotonics/
Smart Reporting GmbH,https://www.linkedin.com/company/jacobian-health/
Socionext,https://www.linkedin.com/company/socionext-us
SoftServe,https://www.linkedin.com/company/softserve
softwareQ,https://www.linkedin.com/company/softwareqinc
Solid State AI,https://www.linkedin.com/company/solid-state-ai
Sonardyne International,https://www.linkedin.com/company/sonardyne-international-ltd/
Sonnenberg Harrison Partners,https://www.linkedin.com/company/sonnenbergharrison
Spark Lasers,https://www.linkedin.com/company/sparklasers
Spark Photonics,https://www.linkedin.com/company/spark-photonics/
Sparksense,https://www.linkedin.com/company/sparksense
Sparrow Quantum,https://www.linkedin.com/company/sparrow-quantum
Spectra Physics,https://www.linkedin.com/company/spectra-physics/
Spectrum Control (formerly APITech),https://www.linkedin.com/company/spectrumcontrol/
SpeQtral,https://www.linkedin.com/company/speqtral
Spin Quantum Tech - SQT,https://www.linkedin.com/company/spin-quantun-tech
SpinMagIC,https://www.linkedin.com/company/spinmagic
SpinQ,https://www.linkedin.com/company/spinq-inc/
SQE.io,https://www.linkedin.com/company/sqe-io
SQK,https://www.linkedin.com/company/sqkcloud
Squareroot8 Technologies,https://www.linkedin.com/company/squareroot8-technologies
Squid: Schools for Quantum Information Development,https://www.linkedin.com/company/squids-schools
SRI International,https://www.linkedin.com/company/sri-international
SSH Communications Security,https://www.linkedin.com/company/ssh-communications-security/
Stable Laser Systems,https://www.linkedin.com/company/stable-laser-systems
Stahl Electronics,https://www.linkedin.com/company/stahl-electronics
Staque,https://www.linkedin.com/company/staque/
STAR Cryoelectronics,https://www.linkedin.com/company/star-cryoelectronics-llc
StarkWare,https://www.linkedin.com/company/starkware
SteerLight,https://www.linkedin.com/company/steerlight
STMicroelectronics,https://www.linkedin.com/company/stmicroelectronics
Strangeworks,https://www.linkedin.com/company/strangeworks
StrategicQC,https://www.linkedin.com/company/quantumrecruiting
Streetwise Consulting,https://www.linkedin.com/company/streetwise-consulting
STS Elionix,https://www.linkedin.com/company/sts-elionix
SUBRA A/S,https://www.linkedin.com/company/subra-a-s/
Sumitomo Electric,https://www.linkedin.com/company/sumitomo-electric
Super.Tech [Acquired by Infleqtion],https://www.linkedin.com/company/super-tech-labs
SuperLight Photonics,https://www.linkedin.com/company/superlightphotonics
SuperQ Quantum Computing Inc.,https://www.linkedin.com/company/superq-quantum
Supracon,https://www.linkedin.com/company/supracon-ag
sureCore,https://www.linkedin.com/company/surecore-ltd/
Swabian Instruments,https://www.linkedin.com/company/swabian-instruments
Swain Techs,https://www.linkedin.com/company/swain-techs
Sweden Quantum,https://www.linkedin.com/company/sweden-quantum
SWIR Vision Systems,https://www.linkedin.com/company/swir-vision-systems/
Swissphotonics,https://www.linkedin.com/company/swissphotonics
Sydor Optics,https://www.linkedin.com/company/sydor-optics
Sygaldry Technologies,https://www.linkedin.com/company/sygaldry-technologies
Syndesis,https://www.linkedin.com/company/syndesis/
Synergy Quantum,https://www.linkedin.com/company/synergyquantum/
Synopsys,https://www.linkedin.com/company/synopsys/
Synopsys QuantumATK,https://www.linkedin.com/company/quantumatk/
SynthBits,https://www.linkedin.com/company/synthbits/posts/?feedView=all
SYRLINKS,https://www.linkedin.com/company/syrlinks/
Süss MicroTec,https://www.linkedin.com/company/suss-microtec/
T-Systems International,https://www.linkedin.com/company/t-systems
t0.technology,https://www.linkedin.com/company/t0-technology/
Tabor Electronics,https://www.linkedin.com/company/tabor-electronics
TACEO,https://www.linkedin.com/company/taceo/
Taiwan Semiconductor Manufacturing Company,https://www.linkedin.com/company/tsmc/
Taj Quantum,https://www.linkedin.com/company/tajquantum/
TAQBIT LABS,https://www.linkedin.com/company/taqbit-labs/
TAU Sytems,https://www.linkedin.com/company/tausystems
TDK,https://www.linkedin.com/company/tdk
Tech Mahindra,https://www.linkedin.com/company/tech-mahindra/
Teem Photonics,https://www.linkedin.com/company/teem-photonics/
Tektronix,https://www.linkedin.com/company/tektronix/
TelAztec LLC,https://www.linkedin.com/company/telaztec-llc/
Teledyne e2v,https://www.linkedin.com/company/e2vteledyne
Tematys,https://www.linkedin.com/company/tematys
TensorFlow,https://www.linkedin.com/showcase/tensorflowdev/
Terma,https://www.linkedin.com/company/terma-a-s/
Terra Quantum,https://www.linkedin.com/company/terra-quantum-ag/
